Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities,Area_Aana,PricePerAana
"House For Sale In Shantinagar, Kathmandu","New Baneshwor, Shantinagar, Kathmandu",Kathmandu,43500000,7,3,3.0,1,West,,1.9K,0-7-3-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,"['Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']",1.9375,22451612.903225806
"One Room At Dhobighat : Flat For Rent In Dhobighat, Lalitpur","dhobighat, Dhobighat, Lalitpur",Lalitpur,10000,1,1,,0,East,,362,3 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,[],3.0,3333.3333333333335
"Flat At Sanepa : Flat For Rent In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,25000,4,2,,1,East,,390,3 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,[],3.0,8333.333333333334
"First Floor Flat At Dhobighat : Flat For Rent In Dhobighat, Lalitpur","dhobighat, Dhobighat, Lalitpur",Lalitpur,20000,1,1,,0,East,,234,3 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,[],3.0,6666.666666666667
"Full Furnished House On Rent Karyabinayak Colony : House For Rent In Karyabinayak, Lalitpur","bhaisepati, Karyabinayak, Lalitpur",Lalitpur,100000,4,4,,1,East,,185,4 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Garden']",4.0,25000.0
"House : House For Rent In Bakhundol, Lalitpur","bakhundol, Bakhundol, Lalitpur",Lalitpur,270000,5,4,2.0,12,South,2045.0,886,2 Ropani,13 Feet / Blacktopped,13 Feet , Blacktopped,3000 Sq. Feet,3 months ago,"['Frontyard', 'Parking', 'Water Well', 'Balcony', 'Solar Water', 'Garage', 'Backyard', 'Lawn', 'Kids Playground', 'Store Room', 'Water Tank', 'Security Staff']",32.0,8437.5
"Land : Land For Sale In Damak, Jhapa","krishnamandir, Damak, Jhapa",Jhapa,430000,0,0,0.0,0,South,,583,4920 Sq. Feet,32 Feet / Blacktopped,32 Feet , Blacktopped,N/A Sq. Feet,3 months ago,[],14.3754565376187,29912.09349593496
"LAND : Land For Sale In Dharan, Dharan","DHARAN PATNALI, Dharan, Dharan",Dharan,2000000,0,0,,0,East,,205,18 Dhur,12 Feet / Paved,12 Feet , Paved,N/A Aana,3 months ago,[],6.102,327761.3897082923
"Cheap Land : Land For Sale In Balkot, Bhaktapur","sirutar, Balkot, Bhaktapur",Bhaktapur,1100000,0,0,,0,East,,910,7-0-0-0 Ropani,0 Feet,0 Feet,,N/A Aana,3 months ago,[],112.0,9821.42857142857
"Buddhanilkantha 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,North East,,678,10 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,[],10.0,350000.0
"Flat Rent : Flat For Rent In Basundhara, Kathmandu","Kanti Marg, Basundhara, Basundhara, Kathmandu",Kathmandu,20000,2,1,3.0,1,West,2012.0,573,6 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,3 months ago,"['Backyard', 'Garden', 'Water Supply', 'Internet', 'Kids Playground']",6.0,3333.3333333333335
"Land For Sale : Land For Sale In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,2700000,0,0,,0,South East,,490,8 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,3 months ago,[],8.0,337500.0
"Full Furnished House On Rent At Bhaisepati : House For Rent In Bhaisepati, Lalitpur","bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000,4,4,,1,East,,440,4.5 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,"['Jacuzzi', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water']",4.0,37500.0
"Full Furnished House For Rent At Civil Homes Sunakothi Phase III : House For Rent In Civil Homes, Lalitpur","sunakothi, Civil Homes, Lalitpur",Lalitpur,60000,2,2,,1,East,,489,5 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,"['Balcony', 'Gym', 'Microwave', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Water Supply']",5.0,12000.0
"Exclusive Semi Bungalow For Sale At Golfutar Chowk 30 Mtr From Highway : House For Sale In Golfutar, Kathmandu","Golfutar Chowk, 30 Meter From Highway, Golfutar, Kathmandu",Kathmandu,45000000,0,4,3.0,2,East,,589,0-6-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Water Supply', 'Internet', 'Kids Playground']",1.5,30000000.0
"Baluwatar 2 Ropani Land : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,7500000,0,0,,0,East,,362,2-0-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,[],2.0,3750000.0
"Samakhusi 11 Ana Flat Home : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,61000000,12,8,4.0,4,East,2069.0,199,11 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,"['Parking', 'Drainage', 'Solar Water', 'Water Tank']",11.0,5545454.545454546
"Golfutar Home : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,45000000,6,6,3.0,2,East,2075.0,210,6 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Garage', 'Parking', 'Drainage', 'Solar Water', 'Water Tank', 'Water Supply']",6.0,7500000.0
"Mitrapark Bungalow : House For Sale In Chabahil, Kathmandu","Na, Chabahil, Kathmandu",Kathmandu,49500000,5,5,3.0,2,East,2073.0,284,4.5 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,['Garage'],4.0,12375000.0
"Dhaneswor House For Sale : House For Sale In Baniyatar, Kathmandu","Na, Baniyatar, Kathmandu",Kathmandu,24000000,6,6,3.0,1,North East,2076.0,153,3.5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,['Garage'],3.0,8000000.0
"Basundhara Beautiful Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,22500000,5,5,3.0,1,East,2075.0,237,2.5 Aana,14 Feet / Paved,14 Feet , Paved,N/A Aana,3 months ago,['Garage'],2.0,11250000.0
"18 Anna Land For Sale At Budhanilkantha, Opposite Park Village Resort : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Opposite Park Village Resort, Main Road bata only 30 meters., Budhanilkantha, Kathmandu",Kathmandu,3700000,0,0,,0,East,,126,0-18-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,[],4.5,822222.2222222222
"Budhanilkantha 17 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,62000000,5,6,3.0,4,South West,2075.0,219,17 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,3 months ago,"['Garage', 'Lawn', 'Balcony', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Parking']",17.0,3647058.8235294116
"Golfutar 6 Ana Exclusive Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,45000000,6,7,3.0,2,East,2075.0,191,6 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,2600 Aana,3 months ago,"['Garage', 'Parking', 'Water Supply', 'Solar Water', 'Drainage', 'Washing Machine', 'Water Tank']",6.0,7500000.0
"VIP Semi-Bungalow On Sale In Akashedhara Height , 1 Km From Ringroad Sukhedhara : House For Sale In Sukedhara, Kathmandu","Akashedhara Height, Sukedhara, Kathmandu",Kathmandu,42000000,8,7,4.0,4,South East,,243,0-6-0-0 Aana,20 Feet / Paved,20 Feet , Paved,0-4-0-0 Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage']",1.5,28000000.0
"1.5 Storey : House For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,13000000,2,1,1.35,1,North East,2076.0,2.7K,0-3-2-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,3 months ago,[],0.875,14857142.857142856
"1.5 Storey House : House For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,12700000,2,1,1.5,1,North,2076.0,178,0-3-0-3 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,3 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",0.796875,15937254.901960785
"1.5 Storey : House For Sale In Imadol, Lalitpur","Nearby Green hill city, Imadol, Lalitpur",Lalitpur,11000000,2,1,1.5,1,West,2076.0,1.6K,0-2-2-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Aana,3 months ago,[],0.625,17600000.0
"Land For Sale In Mahendra Highway : Land For Sale In Bharatpur, Chitwan","haakim chowk, Bharatpur, Chitwan",Chitwan,3050000,0,0,,0,South,,482,26 Dhur,50 Meter / Blacktopped,50 Meter , Blacktopped,26 Dhur,3 months ago,[],8.814,346040.3902881779
"House For Sale In Imadol, Lalitpur","nearby Pawan prakriti school., Imadol, Lalitpur",Lalitpur,12000000,2,1,1.5,1,West,2076.0,3.8K,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,"['Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",0.75,16000000.0
"House For Rent At Civil Homes Sunakothi Phase III : House For Rent In Civil Homes, Lalitpur","sunakothi, Civil Homes, Lalitpur",Lalitpur,65000,4,3,,1,East,,696,6 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,[],6.0,10833.333333333334
"One And Half Storied : House For Sale In Tikathali, Lalitpur","Nearby Panityanki, Tikathali, Lalitpur",Lalitpur,12500000,2,1,1.5,1,East,2076.0,2.6K,0-3-3-1 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,"['Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",0.953125,13114754.098360656
"House For Sale In Budhanilkantha, Kathmandu","Akasedhara, Sagarmatha chwok, Budhanilkantha, Kathmandu",Kathmandu,19000000,8,4,3.0,1,North,2073.0,6.1K,0-3-2-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,2100 Sq. Feet,3 months ago,"['Balcony', 'Fencing', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",0.875,21714285.714285713
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","Nearby, Buddha party palace, Tikathali, Lalitpur",Lalitpur,11500000,2,1,1.5,1,South,2076.0,902,0-2-3-2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,"['Fencing', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",0.71875,16000000.0
"Attractive Building : House For Lease In Bharatpur, Chitwan","Bharatpur-4, Bharatpur, Chitwan",Chitwan,80000,6,3,3.0,10,South,2019.0,456,2700 Sq. Feet,26 Feet / Blacktopped,26 Feet , Blacktopped,1600 Sq. Feet,3 months ago,"['Frontyard', 'Balcony', 'Water Supply', 'Drainage', 'Parking']",7.888970051132214,10140.74074074074
"Flat At Rent - Near SaSa Restaurant : Flat For Rent In Machhegaun, Kirtipur","Kirtipur, Machhegaun, Kirtipur",Kirtipur,16000,2,1,3.0,1,North East,2019.0,271,0-4-1-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,0-3-7-0 Aana,3 months ago,['Balcony'],1.0625,15058.823529411764
"Apartment For Rent In Dhapakhel, Lalitpur","Downtown apartment, Dhapakhel, Lalitpur",Lalitpur,60000,3,2,,1,East,2015.0,587,1180 Sq. Feet,24 Feet / Blacktopped,24 Feet , Blacktopped,1180 Sq. Feet,3 months ago,"['Garage', 'Balcony']",3.4477720964207452,17402.542372881355
"One And Half Storied : House For Sale In Tikathali, Lalitpur","nearby Pawan prakriti school., Tikathali, Lalitpur",Lalitpur,15000000,2,1,1.5,1,North East,2076.0,5.2K,0-4-0-2 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",1.03125,14545454.545454545
"One And Half Storied : House For Sale In Tikathali, Lalitpur","Panityanki, Tikathali, Lalitpur",Lalitpur,11000000,2,1,1.5,1,East,2076.0,2.1K,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,"['Fencing', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",0.75,14666666.666666666
"Land For Sale In Changunarayan, Bhaktapur","Sudal, Changunarayan, Bhaktapur",Bhaktapur,1500000,0,0,,0,North,,542,6 Aana,12 Feet,12 Feet,,N/A Aana,3 months ago,[],6.0,250000.0
"House On Rent At Karyabinay Colony : House For Rent In Bhaisepati, Lalitpur","karyabinayak colony, Bhaisepati, Lalitpur",Lalitpur,50000,4,4,,1,East,2019.0,404,0-4-0-0 Aana,12 Feet / Paved,12 Feet , Paved,N/A Aana,3 months ago,"['Balcony', 'Garden', 'Modular Kitchen']",1.0,50000.0
"House For Rent In Kupondole : House For Rent In Kupondole, Lalitpur","kupondole, lalitpur, Kupondole, Lalitpur",Lalitpur,400000,0,5,5.0,3,North,2001.0,589,9 Aana,1 Meter / Gravelled,1 Meter , Gravelled,16 Aana,3 months ago,"['Garage', 'Balcony', 'Garden', 'Frontyard', 'Water Well']",9.0,44444.444444444445
"Baluwatar Russian Embassy : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,7500000,0,0,,0,East,,300,2 -0-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,[],2.0,3750000.0
"Beautiful Piece Of 4 Anna Square Land For Sale At Golfutar : Land For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,4500000,0,0,,0,East,,498,0-4-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,[],1.0,4500000.0
"Golfutar Land : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,4600000,0,0,,0,East,,134,4-5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,[],4.0,1150000.0
"Sundarbasti 4 Ana Home : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu",Kathmandu,23000000,5,5,3.0,1,West,2073.0,199,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,['Garage'],4.0,5750000.0
"Baluwatar Luxury Home : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,60000000,5,6,4.0,4,East,2076.0,254,5.5 Aana,13 Feet / Paved,13 Feet , Paved,N/A Aana,3 months ago,['Garage'],5.0,12000000.0
"4 Anna 3.5 Floor House For Sale At Basundhara : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,25500000,7,4,3.0,1,East,,306,0-4-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Fencing', 'Deck', 'Modular Kitchen', 'Wifi', 'Drainage', 'Washing Machine', 'Water Supply', 'Solar Water', 'Water Tank', 'Kids Playground', 'Internet']",1.0,25500000.0
"South Facing 7 Anna Modern House For Sale At Samakhusi Chowk : House For Sale In Samakhusi, Kathmandu","Samakhusi Chowk, Samakhusi, Kathmandu",Kathmandu,55000000,5,4,2.0,2,South East,,295,0-7-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",1.75,31428571.42857143
"कान्तिपुर कोलोनीमा ( Lalitpur) नयाँ घर बिक्रिमा !! 192 Lakh (Negotiable ) : House For Sale In Nakhipot, Lalitpur","Kantipur Colony, Nakhipot, Lalitpur",Lalitpur,22200000,4,5,,1,South West,2019.0,227,0-3-1-0 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,[],0.8125,27323076.923076924
"Samakhusi Luxury Bungalow : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,55000000,5,6,3.0,2,South,2073.0,138,7 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,['Garage'],7.0,7857142.857142857
"Basundhara House For Sale : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,25500000,7,6,4.0,1,South West,2075.0,122,3.75 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,['Garage'],3.0,8500000.0
"5 Anna Land For Sale At Dhapasi, Near Krishna Mandi : Land For Sale In Dhapasi, Kathmandu","Dhapasi, Near Krishna Mandir, Dhapasi, Kathmandu",Kathmandu,2700000,0,0,,0,East,,498,0-5-0-0 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,3 months ago,[],1.25,2160000.0
"East Facing 4 Anna Brand New Family Home For Sale At Mandikatar. : House For Sale In Mandikatar, Kathmandu","Mandikatar Faat, Mandikatar, Kathmandu",Kathmandu,27500000,6,3,2.0,1,East,2076.0,654,0-4-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Intercom', 'Internet']",1.0,27500000.0
"Modern Bungalow For Sale At Rudreshwor Chowk, Budhanilkantha. 50 Meters From Main Highway. : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk, 50 Meters From Main Highway., Budhanilkantha, Kathmandu",Kathmandu,63000000,5,4,2.0,2,East,,534,0-10-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",2.5,25200000.0
"10 Anna Land For Sale At Budhanilkantha, Rudreshwor Chowk, 20 Meters From Main Highway. : Land For Sale In Budhanilkantha, Kathmandu","20 Meters From Main Highway, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,West,,452,0-10-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,3 months ago,[],2.5,1400000.0
"Brand New Semi Bungalow In 33 Feet Road, Beside Deuba Residence, Deuba Chowk, Budhanilkantha. : House For Sale In Budhanilkantha, Kathmandu","Beside Deuba House, Rudreshwor, Budhanilkantha, Kathmandu",Kathmandu,34500000,6,4,3.0,2,East,2076.0,459,0-6-0-0 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,3 months ago,"['Garage', 'Lawn', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Intercom', 'Internet']",1.5,23000000.0
"9 Anna Brand New Bungalow For Sale At Budhanilkantha, Taulung. : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Taulung., Budhanilkantha, Kathmandu",Kathmandu,38000000,0,3,2.0,3,East,2076.0,476,0-9-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet']",2.25,16888888.888888888
"One And Half Storied : House For Sale In Imadol, Lalitpur","Setipakha, Imadol, Lalitpur",Lalitpur,12000000,4,1,1.5,0,North East,,984,0-5-1-0 Aana,4 Feet / Concrete,4 Feet , Concrete,N/A Aana,3 months ago,"['Fencing', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well']",1.3125,9142857.142857144
"House For Sale In Chakupat, Lalitpur","dathulan road house, Chakupat, Lalitpur",Lalitpur,8700000,0,2,3.0,0,South,2060.0,555,1 Aana,1 Feet / Concrete,1 Feet , Concrete,1 Aana,3 months ago,"['Wifi', 'TV Cable', 'Store Room']",1.0,8700000.0
"House For Sale In Tikathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,12500000,2,1,1.0,1,East,2019.0,319,3 Aana,13 Feet,13 Feet,,N/A Aana,3 months ago,[],3.0,4166666.6666666665
"House For Sale In Tikathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,130000,2,1,1.0,1,East,2019.0,378,3 Aana,15 Feet,15 Feet,,N/A Aana,3 months ago,"['Water Tank', 'Water Well', 'Parking']",3.0,43333.333333333336
"House For Rent Samakhusi : House For Rent In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,60000,0,0,3.0,0,South East,,225,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,[],5.0,12000.0
"Fully Furnished House For Sale At Imadol, Sital Height : House For Sale In Imadol, Lalitpur","imadol, Imadol, Lalitpur",Lalitpur,23500000,4,4,3.0,1,West,2016.0,465,3.75 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,"['Solar Water', 'Water Well', 'Water Tank', 'Internet', 'Microwave', 'Garden', 'Garage', 'Balcony', 'Backyard', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Kids Playground']",3.0,7833333.333333333
"Full Furnished House On Rent In Dhapasi Height, Near Grande Hospital : House For Rent In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,60000,4,3,3.0,1,South East,2010.0,247,10 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,3 Aana,3 months ago,"['Garage', 'Balcony', 'Backyard']",10.0,6000.0
"House For Sale In Imadol, Lalitpur","Krishna Mandir Area, Imadol, Lalitpur",Lalitpur,27000000,6,4,3.0,0,East,,973,0-3-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank']",0.875,30857142.85714286
"4BHK Apartment In Sale- 1340 Sq Feet. : Apartment For Sale In Pepsicola, Kathmandu","Suncity, Pepsicola, Pepsicola, Kathmandu",Kathmandu,15200000,4,2,,1,South,,1K,1340 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,1340 Sq. Feet,3 months ago,"['Lawn', 'Garden', 'Gym', 'TV Cable', 'Wifi', 'Water Supply', 'CCTV', 'Electricity Backup', 'Maintenance', 'Security Staff', 'Parking', 'Lift', 'Swimming Pool', 'Intercom']",3.9152666179693205,3882238.8059701496
"Chapali Plotting Land : Land For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,2650000,0,0,,0,East,,369,3.3 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,3 months ago,[],3.0,883333.3333333334
"Budhanilkantha Mandikatar : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,27600000,7,6,3.0,1,East,2076.0,832,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,"['Garage', 'Store Room', 'Parking']",4.0,6900000.0
"Brand New House At Dhungedhara, Banasthali, 300 Meter From Ring Road : House For Sale In Banasthali, Kathmandu","Dhungedhara, Banasthali, Banasthali, Kathmandu",Kathmandu,22500000,4,3,2.0,1,East,2076.0,805,0-3-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Drainage', 'Water Tank', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']",0.75,30000000.0
"Brand New House At Sano Bharayang, Swayambhu, 500 Meter From Ring Road : House For Sale In Swayambhu, Kathmandu","Sano Bharayang, Swayambhu, Swayambhu, Kathmandu",Kathmandu,23500000,0,3,2.0,1,East,2076.0,192,0-3-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']",0.75,31333333.333333332
"Baluwatar Home : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,42500000,6,6,3.0,0,South East,,711,6 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Garage', 'Parking']",6.0,7083333.333333333
"Bhangal New Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,18000000,5,5,3.0,1,North,2076.0,580,3.1 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,3 months ago,['Garage'],3.0,6000000.0
"Budhanilkantha Bhangal : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu",Kathmandu,27500000,6,6,3.0,2,East,2076.0,118,4 Aana,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,3 months ago,['Garage'],4.0,6875000.0
"House For Sale In Shantinagar, Kathmandu","Prayag Marga-34, Shantinagar, Kathmandu",Kathmandu,33000000,5,3,2.5,1,West,,7.5K,0-5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,3 months ago,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Parking', 'Store Room']",1.25,26400000.0
