Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities,Area_Aana,PricePerAana
"Land On Sale At Beautiful Location : Land For Sale In Thankot, Kathmandu","High Vision Colony,Thankot,Mahadevsthan, Thankot, Kathmandu",Kathmandu,2350000,0,0,,0,South,,232,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 days ago,[],5.0,470000.0
"4 Aana Land For Sale At Golfutar : Land For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,4100000,0,0,,0,East,,23,0-4-0-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,1 day ago,[],1.0,4100000.0
"Commercial Estate Land For Business : Land For Lease In Dhapasi, Kathmandu","Basundhara, Ring Road, Dhapasi, Kathmandu",Kathmandu,200000,0,0,,0,North West,,203,10 Aana,20 Feet,20 Feet,,10 Aana,3 weeks ago,[],10.0,20000.0
"Land For Sale In Gaurighat, Kathmandu","kumarigal, Gaurighat, Kathmandu",Kathmandu,3500000,0,0,,0,South,,443,6.1 Aana,12 Feet / Paved,12 Feet , Paved,N/A Aana,3 weeks ago,[],6.0,583333.3333333334
"Flat At Rent : Flat For Rent In Budhanilkantha, Kathmandu","Budhanilkanta, Budhanilkantha, Kathmandu",Kathmandu,30000,2,1,,0,West,,457,4 Aana,11 Feet,11 Feet,,4 Aana,3 weeks ago,[],4.0,7500.0
"18 Ana Budhanilkantha Taulung : Land For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,2800000,0,0,,0,West,,599,18 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,1 month ago,[],18.0,155555.55555555556
"Budhanilkantha 18 Ana Taulung : Land For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,East,,195,18 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[],18.0,194444.44444444444
"Land Sale At Jhor, Tokha : Land For Sale In Tokha, Kathmandu","Nearby Baudheshwor Temple, Jhor, Tokha, Kathmandu",Kathmandu,1500000,0,0,,0,East,,475,0-7-0-0 Aana,58 Feet / Concrete,58 Feet , Concrete,N/A Aana,1 month ago,[],1.75,857142.8571428572
"Land Sale In Phutung : Land For Sale In Kavresthali, Kathmandu","Phutung, Kavresthali, Kathmandu",Kathmandu,1100000,0,0,,0,South,,248,0-4-0-0 Aana,10 Feet,10 Feet,,N/A Aana,1 month ago,[],1.0,1100000.0
"Land Sale In Chabahil : Land For Sale In Chabahil, Kathmandu","Chabahil, Chabahil, Kathmandu",Kathmandu,8500000,0,0,,0,South,,126,0-5-2-0 Aana,13 Feet,13 Feet,,N/A Aana,1 month ago,[],1.375,6181818.181818182
"Land Sale In Jarankhu : Land For Sale In Kavresthali, Kathmandu","Jarankhu, Kavresthali, Kathmandu",Kathmandu,2850000,0,0,,0,South,,111,0-4-0-0 Aana,10 Feet,10 Feet,,N/A Aana,1 month ago,[],1.0,2850000.0
"Land Sale In Dharmasthali : Land For Sale In Dharmasthali, Kathmandu","Dharmasthali, Dharmasthali, Kathmandu",Kathmandu,1450000,0,0,,0,West,,110,0-5-0-0 Aana,20 Feet,20 Feet,,N/A Aana,1 month ago,[],1.25,1160000.0
"Budhanilkantha Land : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,,0,East,,211,41 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[],41.0,63414.634146341465
"Deuba Chokma 1 Ropani : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3800000,0,0,,0,East,,142,1 Ropani,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[],16.0,237500.0
"Deuba Biwas 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,South,,103,10 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[],10.0,350000.0
"Consultancy : Office Space For Sale In Dillibazar, Kathmandu","Dilli bazzar road, Dillibazar, Kathmandu",Kathmandu,1000000,0,0,,0,North,,247,3 Aana,26 Feet,26 Feet,,N/A Aana,1 month ago,['Parking'],3.0,333333.3333333333
"Budhanilkanthama 8 Ropani 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,East,,89,8.10.0.0 Aana,32 Feet,32 Feet,,N/A Aana,1 month ago,[],10.5,333333.3333333333
"Bansbarima 8 Ana Jagga : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,4200000,0,0,,0,South,,73,8 Aana,15 Feet,15 Feet,,N/A Aana,1 month ago,[],8.0,525000.0
"Budhanilkanyha 8 Ropani : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,6000000,0,0,,0,East,,72,8 Ropani,35 Feet / Blacktopped,35 Feet , Blacktopped,N/A Aana,1 month ago,[],128.0,46875.0
"Spacious Flat Bear Grande Hospital : Flat For Rent In Tokha, Kathmandu","Grande Villa height, milantol, tokha, Tokha, Kathmandu",Kathmandu,20000,2,1,,1,West,,498,5.5 Aana,18 Feet,18 Feet,,1100 Aana,1 month ago,"['Parking', 'Water Supply', 'Frontyard', 'Fencing']",5.0,4000.0
"Land Sale : Land For Sale In Bhaktapur, Bhaktapur","duwakot, Bhaktapur, Bhaktapur",Bhaktapur,2100000,0,0,,0,South,,316,0-6-0-0 Aana,0 Feet,0 Feet,,N/A Aana,1 month ago,[],1.5,1400000.0
"Flat For RENT : Flat For Rent In Maharajgunj, Kathmandu","Chakrapath,Near Bhat Bhateni, Maharajgunj, Kathmandu",Kathmandu,32000,2,2,5.0,0,West,,615,1000 Sq. Feet,10 Feet,10 Feet,,N/A Aana,1 month ago,[],2.9218407596785974,10952.0
"Commercial / Residential Land : Land For Sale In Imadol, Lalitpur","Kist hospital to hatiban road, Imadol, Lalitpur",Lalitpur,3500000,0,0,,0,South West,,90,4.5 Aana,7 Meter / Gravelled,7 Meter , Gravelled,N/A Aana,1 month ago,[],4.0,875000.0
"Hattigauda 9 Ana Home On Rent : House For Rent In Hattigauda, Kathmandu","Man, Hattigauda, Kathmandu",Kathmandu,75000,7,7,3.0,3,South,2070.0,252,9 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,1 month ago,['Parking'],9.0,8333.333333333334
"Flat On Rent At Lazimpat : Flat For Rent In Lazimpat, Kathmandu","ranibari, Lazimpat, Kathmandu",Kathmandu,30000,1,1,,1,East,,567,10 Aana,0 Feet,0 Feet,,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Water Supply']",10.0,3000.0
"Land For Sale In Bhangal, Kathmandu","jyoti nagar,kathmandu, Bhangal, Kathmandu",Kathmandu,2450000,0,0,,0,North East,,397,0-5-0-0 Aana,16 Feet,16 Feet,,N/A Aana,1 month ago,[],1.25,1960000.0
"Tallo Baluwatar 1 Ropani : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,,0,East,,344,16 Aana,14 Feet,14 Feet,,N/A Aana,1 month ago,[],16.0,356250.0
"Flat/Godown Space Available For Rent : Flat For Rent In Newroad, Kathmandu","Pyukha new road, Newroad, Kathmandu",Kathmandu,20000,0,1,,0,South,,158,310 Sq. Feet,0 Feet,0 Feet,,N/A Aana,1 month ago,[],0.9057706355003652,22080.645161290322
"Office Space Available For Rent : Office Space For Rent In Newroad, Kathmandu","Pyukha marg near bira complex, Newroad, Kathmandu",Kathmandu,65000,0,1,,0,South,,92,320 Sq. Feet,0 Feet,0 Feet,,N/A Aana,1 month ago,[],0.9349890430971513,69519.53125
"Hattigauda Height 9 Ana Land : Land For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,,0,South,,151,9 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[],9.0,277777.77777777775
"Office Space For Rent At Imadol Prime Area : Flat For Rent In Mahalaxmi Nagarpalika, Lalitpur","Imadol Mahalaxmi 1, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,35000,0,0,5.0,2,East,2013.0,106,9 Aana,72 Feet / Blacktopped,72 Feet , Blacktopped,5 Aana,1 month ago,"['Parking', 'Balcony', 'Garage', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup']",9.0,3888.8888888888887
"Rudreswor 4 Ropani , Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,4000000,0,0,,0,North East,,134,4 Ropani,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Aana,1 month ago,[],64.0,62500.0
"Budhanilkantha 21 Ana Bungalow On Rent : House For Rent In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,250000,6,7,3.0,6,South East,2070.0,354,21 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,1 month ago,"['Parking', 'Garage', 'Air Condition', 'Backyard', 'Deck', 'Balcony', 'Frontyard', 'Fencing', 'Garden', 'Modular Kitchen', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']",21.0,11904.761904761905
"Ranibari 4 Land : Land For Sale In Ranibari, Kathmandu","Na, Ranibari, Kathmandu",Kathmandu,5700000,0,0,,0,East,,105,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[],4.0,1425000.0
"Golfutar Hepali Pipalbot : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,3000000,0,0,,0,South West,,117,5 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,1 month ago,[],5.0,600000.0
"Commercial Space For Rent : Office Space For Rent In Sorakhutte, Kathmandu","Nearby NCC Bank , Link Road, Sorakhutte, Kathmandu",Kathmandu,60000,0,2,4.5,5,North,2076.0,655,850 Sq. Feet,20 Meter / Blacktopped,20 Meter , Blacktopped,850 Sq. Feet,1 month ago,"['Lawn', 'Drainage', 'Parking']",2.483564645726808,24158.823529411766
"12 Aana Land For Sale At Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Kathmandu, Lazimpat, Kathmandu",Kathmandu,5500000,0,0,,0,South,,101,0-12-0-0 Aana,0 Feet,0 Feet,,N/A Aana,1 month ago,[],3.0,1833333.3333333333
"7 Aana Commercial Land For Sale At Anamnagar : Land For Sale In Anamnagar, Kathmandu","Dhobikhola Corridor, Anamnagar, Kathmandu",Kathmandu,7000000,0,0,,0,East,,50,0-7-0-0 Aana,9 Meter / Blacktopped,9 Meter , Blacktopped,N/A Aana,1 month ago,[],1.75,4000000.0
"Flat For Rent In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,25000,2,2,3.0,1,West,2076.0,666,1085 Sq. Feet,13 Feet / Concrete,13 Feet , Concrete,N/A Sq. Feet,1 month ago,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",3.1701972242512784,7885.944700460829
"Office For Rent At New Baneshwor : Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,30000,0,0,2.0,4,East,,78,500 Sq. Feet,26 Feet / Blacktopped,26 Feet , Blacktopped,N/A Aana,1 month ago,['Parking'],1.4609203798392987,20535.0
"Flat For Rent In Zero Km, Pokhara","Zero km pokhara, Zero Km, Pokhara",Pokhara,18000,1,1,,1,North East,,480,0.5.3.0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,0.5.3.0 Aana,1 month ago,"['Water Well', 'Internet']",1.4375,12521.739130434782
"Urgent Land Sale : Land For Sale In Chitapol, Bhaktapur","Nearby Kathmandu Fun Valley, Chitapol, Bhaktapur",Bhaktapur,550000,0,0,,0,South,,1.4K,0-10-3-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,1 month ago,[],2.6875,204651.16279069768
"Apartment Rent In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,115000,0,0,,0,North East,,259,1400 Sq. Feet,0 Feet,0 Feet,,N/A Aana,1 month ago,[],4.090577063550037,28113.392857142855
"Apartment Sale In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,35000000,0,0,,0,North East,,196,1400 Sq. Feet,20 Feet,20 Feet,,N/A Aana,1 month ago,[],4.090577063550037,8556250.0
"Land Sale In Kirtipur : Land For Sale In Kirtipur, Kathmandu","kirtipur, Kirtipur, Kathmandu",Kathmandu,1900000,0,0,,0,South East,,161,1-9-0-0 Aana,22 Feet,22 Feet,,N/A Aana,1 month ago,[],3.25,584615.3846153846
"Villa On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","maharajgunj, Maharajgunj, Kathmandu",Kathmandu,600000,5,4,,11,East,,226,5 Ropani,0 Feet,0 Feet,,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Garage', 'Garden']",80.0,7500.0
"Sasto Jaggha : Land For Sale In Bhangal, Kathmandu","Santinagar, Bhangal, Kathmandu",Kathmandu,3000000,0,0,,0,North,,158,5 Aana,0 Feet,0 Feet,,5 Aana,1 month ago,[],5.0,600000.0
"Furnished Apartment Flat Near Japanese Embassy : Apartment For Sale In Panipokhari, Kathmandu","panipokhari, Panipokhari, Kathmandu",Kathmandu,23000000,3,3,,1,South,,395,1583 Sq. Feet,20 Feet,20 Feet,,1583 Sq. Feet,1 month ago,"['Parking', 'Air Condition', 'Balcony', 'Fencing', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup', 'Internet', 'Lift']",4.62527392257122,4972678.458622867
"Fully-Furnished 3BHK At Grande Tower : Apartment For Rent In Tokha, Kathmandu","Grande Tower, Tokha, Kathmandu",Kathmandu,80000,3,2,4.0,1,North,,1.1K,1514 Sq. Feet,0 Feet / Blacktopped,0 Feet , Blacktopped,1280 Sq. Feet,1 month ago,"['Lawn', 'Balcony', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Lift', 'Parking', 'Security Staff', 'Store Room']",4.423666910153397,18084.54425363276
"Beautiful Land Is In Sale 13 Dhur Dhur : Land For Sale In Dharan, Dharan","dharan-8, Dharan, Dharan",Dharan,700000,0,0,,0,East,,142,13 Dhur,25 Feet / Blacktopped,25 Feet , Blacktopped,N/A Aana,1 month ago,[],4.407,158838.21193555708
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsihel (near British school), Jhamsikhel, Lalitpur",Lalitpur,35000,2,2,3.0,2,East,2074.0,301,6 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,4 Sq. Feet,1 month ago,"['Parking', 'Water Supply', 'Garden', 'Solar Water', 'Balcony']",6.0,5833.333333333333
"Full Furnished Office On Sale : Office Space For Sale In Thapathali, Kathmandu","Patangri marg, height, Thapathali, Kathmandu",Kathmandu,290000,0,1,1.0,1,East,,127,900 Sq. Feet,12 Feet / Paved,12 Feet , Paved,N/A Aana,1 month ago,"['Parking', 'TV Cable', 'Wifi', 'Internet', 'Security Staff']",2.6296566837107376,110280.55555555556
"Bansbari - House For Rent : House For Rent In Basbari, Kathmandu","Bansbari, Basbari, Kathmandu",Kathmandu,150000,3,4,3.0,2,South,,173,0-5-0-0 Aana,0 Feet,0 Feet,,N/A Aana,1 month ago,"['Parking', 'Garage', 'Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']",1.25,120000.0
"Commercial Land Sale In Sano Gaucharan : Land For Sale In Sano Gaucharan, Kathmandu","Sano gaucharan, Sano Gaucharan, Kathmandu",Kathmandu,11000000,0,0,,0,North,,197,0-9-3-0 Aana,32 Feet,32 Feet,,N/A Aana,1 month ago,[],2.4375,4512820.512820513
"Godown Space Rent In Kushlechaur : Business For Rent In Chhauni, Kathmandu","Kushlechaur, Chhauni, Kathmandu",Kathmandu,55000,0,0,,0,North,,123,1 Aana,10 Feet,10 Feet,,N/A Aana,1 month ago,[],1.0,55000.0
"Flat For Rent In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,55000,0,0,,0,West,,207,1-0-0-0 Aana,12 Feet,12 Feet,,N/A Aana,1 month ago,[],1.0,55000.0
"Commerial Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,11000000,0,0,,0,South,,85,0-10-0-0 Aana,40 Feet,40 Feet,,N/A Aana,1 month ago,[],2.5,4400000.0
"Rental @ Bharatpur : Flat For Rent In Bharatpur, Chitwan","Bhintuna road, Bharatpur, Chitwan",Chitwan,20000,0,0,,0,South,,159,12 Aana,6 Meter / Blacktopped,6 Meter , Blacktopped,4 Aana,1 month ago,[],12.0,1666.6666666666667
"Hattiban Town Planing : Land For Sale In Hattiban, Lalitpur","Velpa Hattiban, Hattiban, Lalitpur",Lalitpur,3500000,0,0,,0,East,,368,0-4-0-0 Aana,6 Meter,6 Meter,,N/A Aana,1 month ago,[],1.0,3500000.0
"Brand New Apartment For Sale At Janta Awash Bhaisepati : Flat For Sale In Bhaisepati, Lalitpur","Janta Awash Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,16500000,3,2,5.0,1,East,2058.0,975,1200 Sq. Feet,40 Feet / Blacktopped,40 Feet , Blacktopped,1200 Sq. Feet,1 month ago,"['Parking', 'Air Condition', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Water Tank', 'Kids Playground', 'Internet', 'Intercom', 'Electricity Backup']",3.506208911614317,4705937.5
"House For Rent At Hattiban : House For Rent In Hattiban, Lalitpur","hattiban, Hattiban, Lalitpur",Lalitpur,60000,4,3,,2,East,,454,4 Aana,0 Feet,0 Feet,,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Water Supply', 'Garden']",4.0,15000.0
"House For Rent At Sallaghari : House For Rent In Sallaghari, Bhaktapur","sallaghari, Sallaghari, Bhaktapur",Bhaktapur,70000,4,3,,2,East,,407,4 Aana,0 Feet,0 Feet,,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Microwave', 'Modular Kitchen', 'Water Supply', 'Air Condition']",4.0,17500.0
"House For Rent Near Manbhawan : House For Rent In Kumaripati, Lalitpur","manbhawan, Kumaripati, Lalitpur",Lalitpur,120000,5,4,,4,East,,166,10 Aana,0 Feet,0 Feet,,N/A Aana,1 month ago,[],10.0,12000.0
"Super Commercial Land For Sale At Mid Baneshwor Main Road : Land For Sale In Mid Baneshwor, Kathmandu","Mid Baneshwor Main Road, Mid Baneshwor, Kathmandu",Kathmandu,10000000,0,0,,0,East,,330,0-26-0-0 Aana,35 Feet / Blacktopped,35 Feet , Blacktopped,N/A Aana,1 month ago,[],6.5,1538461.5384615385
"Land For Sale : Land For Sale In Kapan, Kathmandu","In-between kharibot and Paiyatar, Kapan, Kathmandu",Kathmandu,3500000,0,0,,0,East,,130,1 Ropani,14 Feet / Gravelled,14 Feet , Gravelled,N/A Aana,1 month ago,[],16.0,218750.0
"Land On Sale @ Manamaiju : Land For Sale In Manamaiju, Kathmandu","Manamaiju, Nasal Chowk, Near mansingh school, Manamaiju, Kathmandu",Kathmandu,2400000,0,0,,0,South East,,115,0-4-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,1 month ago,[],1.0,2400000.0
"House On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","House No: 496, Dhara Marg, Ward No: 4, Maharajgunj, Kathmandu",Kathmandu,275000,0,0,2.0,0,East,,121,1.5 Ropani,0 Feet,0 Feet,,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Garden']",24.0,11458.333333333334
"Land For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,3000000,0,0,,0,East,,1.1K,0-7-3-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,1 month ago,"['Drainage', 'Water Supply', 'Parking', 'Store Room']",1.9375,1548387.0967741935
"Commercial Building Booking Open : Office Space For Rent In Dhapasi, Kathmandu","Nearby Deurali Janata Pharmaceutical, Dhapasi, Kathmandu",Kathmandu,70000,0,0,4.0,1,East,2076.0,1K,0-6-0-0 Aana,25 Feet / Blacktopped,25 Feet , Blacktopped,1350 Sq. Feet,1 month ago,"['Fencing', 'Frontyard', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking']",1.5,46666.666666666664
"Fancy Shop Sale In Nayabazar : Business For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,3500000,0,0,,0,South West,,98,1 Aana,16 Feet,16 Feet,,N/A Aana,1 month ago,[],1.0,3500000.0
"Fancy Shop Sale In Shankhamul : Business For Sale In Sankhamul, Kathmandu","Shankhamul, Sankhamul, Kathmandu",Kathmandu,760000,0,0,,0,North West,,81,1 Aana,0 Feet,0 Feet,,N/A Aana,1 month ago,[],1.0,760000.0
"Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,7000000,0,0,,0,South East,,94,0-2-2-0 Aana,26 Feet,26 Feet,,N/A Aana,1 month ago,[],0.625,11200000.0
"Land For Sale In Ramkot, Kathmandu","Taukhel, Ramkot, Kathmandu",Kathmandu,2500000,0,0,,0,South West,,74,0-11-2-0 Aana,14 Feet,14 Feet,,N/A Aana,1 month ago,[],2.875,869565.2173913043
"Land Sale In Bijeshori : Land For Sale In Swayambhu, Kathmandu","Bijeshori, Swayambhu, Kathmandu",Kathmandu,6000000,0,0,,0,North,,75,0-8-0-0 Aana,32 Feet,32 Feet,,N/A Aana,1 month ago,[],2.0,3000000.0
"House For Sale In Samakhusi Inside Ring Road In High End Colony : Flat For Sale In Samakhusi, Kathmandu","Samakhusi Inside Ring Road, Samakhusi, Kathmandu",Kathmandu,24500000,0,3,2.0,1,East,2074.0,206,0-3-0-0 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Fencing', 'Intercom', 'Internet', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Water Tank', 'Kids Playground', 'Backyard', 'Wifi', 'CCTV']",0.75,32666666.666666668
"Land Sale In Narayanthan : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2850000,0,0,,0,West,,295,1-1-0-0 Aana,13 Feet,13 Feet,,N/A Aana,1 month ago,[],1.25,2280000.0
"Land Sale In Taukhel : Land For Sale In Nagarjun, Kathmandu","Taukhel, Nagarjun, Kathmandu",Kathmandu,2500000,0,0,,0,South East,,311,0-11-2-0 Aana,14 Feet,14 Feet,,N/A Aana,1 month ago,[],2.875,869565.2173913043
"Land Rent In Bohoratar : Land For Rent In Manamaiju, Kathmandu","Bohoratar, Manamaiju, Kathmandu",Kathmandu,40000,0,0,,0,West,,352,1-8-0-0 Ropani,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Aana,1 month ago,[],16.0,2500.0
"Land Sale In Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,,0,North,,307,2-0-0-0 Ropani,14 Feet,14 Feet,,N/A Aana,1 month ago,[],32.0,81250.0
"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : Flat For Sale In Manamaiju, Kathmandu","Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",Kathmandu,17000000,5,3,3.0,1,West,,248,0-3-0-0 Aana,14 Feet,14 Feet,,0-2-2-1 Aana,1 month ago,"['Parking', 'Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Solar Water', 'Internet', 'Store Room']",0.75,22666666.666666668
"Flat For Rent In Pokhara : Flat For Rent In Raam Bazar, Pokhara","Syani Patan, Sunaulo Marg, Pokhara-15, Raam Bazar, Pokhara",Pokhara,15000,2,1,,1,East,,439,8.5 Aana,13 Feet / Paved,13 Feet , Paved,5 Aana,1 month ago,['Parking'],8.0,1875.0
"Land Sale In Raniban : Land For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,2850000,0,0,,0,South East,,303,0-5-1-0 Aana,12 Feet,12 Feet,,N/A Aana,1 month ago,[],1.3125,2171428.5714285714
"Land Sale In Thulobharyang : Land For Sale In Thulo Bharyang, Kathmandu","Thulobharyang, Thulo Bharyang, Kathmandu",Kathmandu,4000000,0,0,,0,South East,,245,3-0-0-0 Ropani,20 Feet,20 Feet,,N/A Aana,1 month ago,[],48.0,83333.33333333333
"10 Dhur, Land Sale At Dharan, Panbari : Land For Sale In Tarahara, Sunsari","Dharan, Sunsari, Tarahara, Sunsari",Sunsari,250000,0,0,,0,East,,169,10 Dhur,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,1 month ago,[],3.39,73746.31268436578
